source,query_company,role,filing_uuid,filing_year,period,filing_type,dt_posted,registrant_name,registrant_id,client_name,client_id,income,expenses,lobbying_issues,url
Senate LDA,OpenAI,client,5d928e9c-a1a2-4688-baf6-837d1abb6492,2023,,4th Quarter - Report,2024-01-22T16:53:42-05:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,260000.00,Computer Industry; Copyright/Patent/Trademark; Science/Technology,https://lda.senate.gov/filings/public/filing/5d928e9c-a1a2-4688-baf6-837d1abb6492/print/
Senate LDA,OpenAI,client,cbad7c81-7058-45fc-8658-2436ce676257,2023,,4th Quarter - Report,2024-01-22T18:11:55-05:00,DLA PIPER LLP (US),76855,"OPENAI OPCO, LLC",57807,90000.00,,Computer Industry,https://lda.senate.gov/filings/public/filing/cbad7c81-7058-45fc-8658-2436ce676257/print/
Senate LDA,OpenAI,client,7776e176-d3d3-48c1-8921-37c0c5d35cce,2023,,4th Quarter - Report (No Activity),2024-01-19T10:31:46-05:00,AKIN GUMP STRAUSS HAUER & FELD,682,"OPENAI OPCO, LLC",58080,30000.00,,,https://lda.senate.gov/filings/public/filing/7776e176-d3d3-48c1-8921-37c0c5d35cce/print/
Senate LDA,OpenAI,client,aa0fcd21-baea-4258-a87c-2fb384b7c454,2024,,4th Quarter - Report (No Activity),2025-01-13T16:00:22-05:00,HOGAN LOVELLS US LLP,18422,"OPENAI OPCO, LLC",59054,,,,https://lda.senate.gov/filings/public/filing/aa0fcd21-baea-4258-a87c-2fb384b7c454/print/
Senate LDA,OpenAI,client,852b11b5-898d-45a7-95c8-d30950b9440a,2024,,4th Quarter - Report,2025-01-21T10:50:36-05:00,AKIN GUMP STRAUSS HAUER & FELD,682,"OPENAI OPCO, LLC",58080,80000.00,,Computer Industry,https://lda.senate.gov/filings/public/filing/852b11b5-898d-45a7-95c8-d30950b9440a/print/
Senate LDA,OpenAI,client,3e927e61-710b-4c48-b4bc-071b99fd37c1,2024,,4th Quarter - Report,2025-01-17T14:08:37-05:00,DLA PIPER LLP (US),76855,"OPENAI OPCO, LLC",57807,60000.00,,Computer Industry,https://lda.senate.gov/filings/public/filing/3e927e61-710b-4c48-b4bc-071b99fd37c1/print/
Senate LDA,OpenAI,client,8fb2c55d-721f-4ccb-bccc-5f0a31fa7063,2024,,4th Quarter - Report,2025-01-21T18:33:02-05:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,510000.00,Computer Industry; Science/Technology,https://lda.senate.gov/filings/public/filing/8fb2c55d-721f-4ccb-bccc-5f0a31fa7063/print/
Senate LDA,OpenAI,client,40ab91f2-4c8b-4dd3-b8d3-fdab2ecb9b14,2024,,4th Quarter - Report,2025-01-21T16:26:53-05:00,"MILLER STRATEGIES, LLC",401104313,OPENAI,63285,80000.00,,Science/Technology; Computer Industry; Copyright/Patent/Trademark; Energy/Nuclear,https://lda.senate.gov/filings/public/filing/40ab91f2-4c8b-4dd3-b8d3-fdab2ecb9b14/print/
Senate LDA,OpenAI,client,2a4161fb-9741-46d3-a370-89f90b07f31c,2025,,1st Quarter - Termination (No Activity),2025-04-17T10:54:40-04:00,HOGAN LOVELLS US LLP,18422,"OPENAI OPCO, LLC",59054,,,,https://lda.senate.gov/filings/public/filing/2a4161fb-9741-46d3-a370-89f90b07f31c/print/
Senate LDA,OpenAI,client,68344856-c86f-4b76-89a3-4990bfaea288,2025,,4th Quarter - Report,2026-01-20T11:08:10-05:00,AKIN GUMP STRAUSS HAUER & FELD,682,"OPENAI OPCO, LLC",58080,80000.00,,Computer Industry; Science/Technology,https://lda.senate.gov/filings/public/filing/68344856-c86f-4b76-89a3-4990bfaea288/print/
Senate LDA,OpenAI,client,e987548e-2248-42c0-b6b8-6c42b2de6c59,2025,,4th Quarter - Report,2026-01-20T15:58:19-05:00,DLA PIPER LLP (US),76855,"OPENAI OPCO, LLC",57807,50000.00,,Computer Industry,https://lda.senate.gov/filings/public/filing/e987548e-2248-42c0-b6b8-6c42b2de6c59/print/
Senate LDA,OpenAI,client,9e87b82e-81ab-43c2-8bf0-2d11baf802fc,2025,,4th Quarter - Report,2026-01-20T14:44:37-05:00,"MILLER STRATEGIES, LLC",401104313,OPENAI,63285,150000.00,,Science/Technology; Computer Industry; Copyright/Patent/Trademark; Energy/Nuclear,https://lda.senate.gov/filings/public/filing/9e87b82e-81ab-43c2-8bf0-2d11baf802fc/print/
Senate LDA,OpenAI,client,8fd00332-8a97-439d-9348-bef9437f524d,2025,,4th Quarter - Report,2026-01-20T17:12:31-05:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,890000.00,Computer Industry; Copyright/Patent/Trademark; Science/Technology,https://lda.senate.gov/filings/public/filing/8fd00332-8a97-439d-9348-bef9437f524d/print/
Senate LDA,OpenAI,client,c2cac663-5651-4fc1-b9af-3a84162d337e,2026,,1st Quarter - Report,2026-04-20T10:15:25-04:00,AKIN GUMP STRAUSS HAUER & FELD,682,"OPENAI OPCO, LLC",58080,80000.00,,Computer Industry; Science/Technology; Labor Issues/Antitrust/Workplace,https://lda.senate.gov/filings/public/filing/c2cac663-5651-4fc1-b9af-3a84162d337e/print/
Senate LDA,OpenAI,client,acaa7a72-bfde-4163-91f9-ea62d7ff47a0,2026,,1st Quarter - Report,2026-04-20T12:03:23-04:00,DLA PIPER LLP (US),76855,"OPENAI OPCO, LLC",57807,50000.00,,Computer Industry,https://lda.senate.gov/filings/public/filing/acaa7a72-bfde-4163-91f9-ea62d7ff47a0/print/
Senate LDA,OpenAI,client,769cd6f2-89e9-42d7-ae56-a082f583fb2e,2026,,1st Quarter - Report,2026-04-20T14:35:09-04:00,"MILLER STRATEGIES, LLC",401104313,OPENAI,63285,150000.00,,Science/Technology; Computer Industry; Copyright/Patent/Trademark; Energy/Nuclear,https://lda.senate.gov/filings/public/filing/769cd6f2-89e9-42d7-ae56-a082f583fb2e/print/
Senate LDA,OpenAI,client,a8040c01-31bc-45c9-afb1-7ab54820ae32,2026,,1st Quarter - Report,2026-04-20T16:56:48-04:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,1020000.00,Computer Industry; Copyright/Patent/Trademark; Science/Technology,https://lda.senate.gov/filings/public/filing/a8040c01-31bc-45c9-afb1-7ab54820ae32/print/
Senate LDA,OpenAI,registrant,2343a623-780b-4992-881e-39c5683543f0,2023,,Registration,2023-11-16T15:02:01-05:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,,Computer Industry; Copyright/Patent/Trademark; Science/Technology,https://lda.senate.gov/filings/public/filing/2343a623-780b-4992-881e-39c5683543f0/print/
Senate LDA,OpenAI,registrant,5d928e9c-a1a2-4688-baf6-837d1abb6492,2023,,4th Quarter - Report,2024-01-22T16:53:42-05:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,260000.00,Computer Industry; Copyright/Patent/Trademark; Science/Technology,https://lda.senate.gov/filings/public/filing/5d928e9c-a1a2-4688-baf6-837d1abb6492/print/
Senate LDA,OpenAI,registrant,c272e869-3d0a-422d-a7eb-9492ae201815,2024,,1st Quarter - Report,2024-04-22T19:44:13-04:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,340000.00,Computer Industry; Copyright/Patent/Trademark; Science/Technology,https://lda.senate.gov/filings/public/filing/c272e869-3d0a-422d-a7eb-9492ae201815/print/
Senate LDA,OpenAI,registrant,65af1ec4-3378-4bcf-8409-c2510f503162,2024,,2nd Quarter - Report,2024-07-22T20:43:41-04:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,460000.00,Computer Industry; Copyright/Patent/Trademark; Science/Technology,https://lda.senate.gov/filings/public/filing/65af1ec4-3378-4bcf-8409-c2510f503162/print/
Senate LDA,OpenAI,registrant,8123a755-4352-4b04-a879-bd476eee0bee,2024,,2nd Quarter - Amendment,2024-08-20T15:47:57-04:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,480000.00,Computer Industry; Copyright/Patent/Trademark; Science/Technology,https://lda.senate.gov/filings/public/filing/8123a755-4352-4b04-a879-bd476eee0bee/print/
Senate LDA,OpenAI,registrant,1864dcc3-9b97-46bb-bf53-c10efb61b8d3,2024,,3rd Quarter - Report,2024-10-21T17:40:00-04:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,430000.00,Computer Industry; Copyright/Patent/Trademark; Science/Technology,https://lda.senate.gov/filings/public/filing/1864dcc3-9b97-46bb-bf53-c10efb61b8d3/print/
Senate LDA,OpenAI,registrant,8fb2c55d-721f-4ccb-bccc-5f0a31fa7063,2024,,4th Quarter - Report,2025-01-21T18:33:02-05:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,510000.00,Computer Industry; Science/Technology,https://lda.senate.gov/filings/public/filing/8fb2c55d-721f-4ccb-bccc-5f0a31fa7063/print/
Senate LDA,OpenAI,registrant,6deea4d2-e191-49b0-b197-86dce2d5bd0a,2025,,1st Quarter - Amendment,2025-04-21T20:30:30-04:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,560000.00,Computer Industry; Copyright/Patent/Trademark; Science/Technology,https://lda.senate.gov/filings/public/filing/6deea4d2-e191-49b0-b197-86dce2d5bd0a/print/
Senate LDA,OpenAI,registrant,fd1f6b00-6e42-4546-8c2c-e3dfc4bc539c,2025,,2nd Quarter - Report,2025-07-21T19:31:24-04:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,620000.00,Computer Industry; Copyright/Patent/Trademark; Science/Technology,https://lda.senate.gov/filings/public/filing/fd1f6b00-6e42-4546-8c2c-e3dfc4bc539c/print/
Senate LDA,OpenAI,registrant,e7ad53f7-20f6-427f-a5d9-2b27b4c0621e,2025,,3rd Quarter - Report,2025-10-20T16:57:27-04:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,920000.00,Computer Industry; Copyright/Patent/Trademark; Science/Technology,https://lda.senate.gov/filings/public/filing/e7ad53f7-20f6-427f-a5d9-2b27b4c0621e/print/
Senate LDA,OpenAI,registrant,8fd00332-8a97-439d-9348-bef9437f524d,2025,,4th Quarter - Report,2026-01-20T17:12:31-05:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,890000.00,Computer Industry; Copyright/Patent/Trademark; Science/Technology,https://lda.senate.gov/filings/public/filing/8fd00332-8a97-439d-9348-bef9437f524d/print/
Senate LDA,OpenAI,registrant,a8040c01-31bc-45c9-afb1-7ab54820ae32,2026,,1st Quarter - Report,2026-04-20T16:56:48-04:00,"OPENAI OPCO, LLC",401107987,"OPENAI OPCO, LLC",57805,,1020000.00,Computer Industry; Copyright/Patent/Trademark; Science/Technology,https://lda.senate.gov/filings/public/filing/a8040c01-31bc-45c9-afb1-7ab54820ae32/print/
Senate LDA,Anthropic,client,f1b3cf6b-21d4-4f8b-a0e1-675ecb15ca9c,2023,,4th Quarter - Report,2024-01-22T10:34:15-05:00,AQUIA GROUP INC. (F.K.A. AQUIA GROUP LLC),401104982,"ANTHROPIC, PBC",54558,50000.00,,Science/Technology; Defense,https://lda.senate.gov/filings/public/filing/f1b3cf6b-21d4-4f8b-a0e1-675ecb15ca9c/print/
Senate LDA,Anthropic,client,c397a154-4413-4d66-bb8d-0ba5ef49e59a,2023,,4th Quarter - Report,2024-01-22T11:59:37-05:00,TOWER 19,401105158,"AQUIA GROUP ON BEHALF OF ANTHROPIC, PBC",54583,20000.00,,Science/Technology,https://lda.senate.gov/filings/public/filing/c397a154-4413-4d66-bb8d-0ba5ef49e59a/print/
Senate LDA,Anthropic,client,1c17fdd1-10f1-465f-8368-06fa84557e1d,2024,,4th Quarter - Report,2025-01-21T14:41:51-05:00,ANTHROPIC,401108320,ANTHROPIC,59201,,250000.00,Computer Industry; Science/Technology,https://lda.senate.gov/filings/public/filing/1c17fdd1-10f1-465f-8368-06fa84557e1d/print/
Senate LDA,Anthropic,client,e6eb1ed6-321e-4b77-ae7b-0426a7da2113,2024,,4th Quarter - Report,2025-01-21T20:30:27-05:00,AQUIA GROUP INC. (F.K.A. AQUIA GROUP LLC),401104982,"ANTHROPIC, PBC",54558,60000.00,,Science/Technology,https://lda.senate.gov/filings/public/filing/e6eb1ed6-321e-4b77-ae7b-0426a7da2113/print/
Senate LDA,Anthropic,client,f1ed972c-83de-47aa-b1d1-a72f9dfae7c0,2024,,4th Quarter - Report,2025-01-21T12:39:01-05:00,TOWER 19,401105158,"AQUIA GROUP ON BEHALF OF ANTHROPIC, PBC",54583,20000.00,,Science/Technology,https://lda.senate.gov/filings/public/filing/f1ed972c-83de-47aa-b1d1-a72f9dfae7c0/print/
Senate LDA,Anthropic,client,436e12a5-c3b8-4499-a0b8-8e00d8d1c31e,2025,,4th Quarter - Report,2026-01-20T14:51:23-05:00,TOWER 19,401105158,"AQUIA GROUP ON BEHALF OF ANTHROPIC, PBC",54583,20000.00,,Science/Technology,https://lda.senate.gov/filings/public/filing/436e12a5-c3b8-4499-a0b8-8e00d8d1c31e/print/
Senate LDA,Anthropic,client,f1f12efe-e53f-4396-886b-2fb674e4e22e,2025,,4th Quarter - Report,2026-01-20T17:19:41-05:00,ANTHROPIC,401108320,ANTHROPIC,59201,,840000.00,Computer Industry; Science/Technology,https://lda.senate.gov/filings/public/filing/f1f12efe-e53f-4396-886b-2fb674e4e22e/print/
Senate LDA,Anthropic,client,7d16065c-e4c6-465e-8b1b-1dc1e0bd3105,2025,,4th Quarter - Report,2026-01-20T18:03:51-05:00,AQUIA GROUP INC. (F.K.A. AQUIA GROUP LLC),401104982,"ANTHROPIC, PBC",54558,60000.00,,Science/Technology,https://lda.senate.gov/filings/public/filing/7d16065c-e4c6-465e-8b1b-1dc1e0bd3105/print/
Senate LDA,Anthropic,client,e905059b-0f1e-42e1-bf49-527cb5faf5bb,2025,,4th Quarter - Report,2026-01-19T11:15:50-05:00,"CONTINENTAL STRATEGY, LLC",401106285,"ANTHROPIC, PBC",66450,110000.00,,Science/Technology,https://lda.senate.gov/filings/public/filing/e905059b-0f1e-42e1-bf49-527cb5faf5bb/print/
Senate LDA,Anthropic,client,b0e6f976-3cb6-499d-885e-9ae42150c81e,2025,,4th Quarter - Report,2026-01-20T12:09:59-05:00,FIERCE GOVERNMENT RELATIONS,401103500,ANTHROPIC,69992,40000.00,,Computer Industry,https://lda.senate.gov/filings/public/filing/b0e6f976-3cb6-499d-885e-9ae42150c81e/print/
Senate LDA,Anthropic,client,a23d864d-a595-48b3-af91-50843bce1a6a,2025,,4th Quarter - Report,2026-01-20T13:21:33-05:00,"KOUNTOUPES DENHAM CARR & REID, LLC",320918,"ANTHROPIC, PBC",70642,10000.00,,Science/Technology,https://lda.senate.gov/filings/public/filing/a23d864d-a595-48b3-af91-50843bce1a6a/print/
Senate LDA,Anthropic,client,3f1c1812-8d7a-43f2-9b22-c2454de9336f,2025,,4th Quarter - Report,2026-01-20T20:28:15-05:00,THORN RUN PARTNERS,400534596,ANTHROPIC PBC,70706,20000.00,,Computer Industry,https://lda.senate.gov/filings/public/filing/3f1c1812-8d7a-43f2-9b22-c2454de9336f/print/
Senate LDA,Anthropic,client,c6733db4-0079-4046-9e73-2755bb4f4879,2026,,1st Quarter - Report,2026-04-20T18:05:47-04:00,AVENUE SOLUTIONS,72111,"ANTHROPIC, PBC",70749,60000.00,,Science/Technology; Computer Industry; Defense,https://lda.senate.gov/filings/public/filing/c6733db4-0079-4046-9e73-2755bb4f4879/print/
Senate LDA,Anthropic,client,2797e93c-4d13-4570-aee7-d61488b3023e,2026,,1st Quarter - Report,2026-04-20T20:13:05-04:00,"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)",85071,ANTHROPIC PBC,72032,30000.00,,Computer Industry; Science/Technology,https://lda.senate.gov/filings/public/filing/2797e93c-4d13-4570-aee7-d61488b3023e/print/
Senate LDA,Anthropic,client,ca8b4015-a7ac-47e8-a198-9c6ffd429694,2026,,1st Quarter - Report,2026-04-14T17:58:54-04:00,"BALLARD PARTNERS, LLC",401104288,"ANTHROPIC, PBC",72378,130000.00,,Defense,https://lda.senate.gov/filings/public/filing/ca8b4015-a7ac-47e8-a198-9c6ffd429694/print/
Senate LDA,Anthropic,client,7f7435b4-526f-4004-99d2-83d9becd5186,2026,,1st Quarter - Report,2026-04-17T16:07:33-04:00,"CONTINENTAL STRATEGY, LLC",401106285,"ANTHROPIC, PBC",66450,150000.00,,Science/Technology,https://lda.senate.gov/filings/public/filing/7f7435b4-526f-4004-99d2-83d9becd5186/print/
Senate LDA,Anthropic,client,0bc9d5cf-72dd-4b5a-a252-d6401aff48dc,2026,,1st Quarter - Report,2026-04-18T12:50:41-04:00,THORN RUN PARTNERS,400534596,ANTHROPIC PBC,70706,50000.00,,Computer Industry,https://lda.senate.gov/filings/public/filing/0bc9d5cf-72dd-4b5a-a252-d6401aff48dc/print/
Senate LDA,Anthropic,client,342832c2-08e4-49cf-99d3-8c0a79549a6c,2026,,1st Quarter - Report,2026-04-19T22:09:16-04:00,AQUIA GROUP INC. (F.K.A. AQUIA GROUP LLC),401104982,"ANTHROPIC, PBC",54558,60000.00,,Science/Technology,https://lda.senate.gov/filings/public/filing/342832c2-08e4-49cf-99d3-8c0a79549a6c/print/
Senate LDA,Anthropic,client,2af89927-4a25-4f9b-86d4-d63de40bb85c,2026,,1st Quarter - Report,2026-04-20T10:09:31-04:00,"KOUNTOUPES DENHAM CARR & REID, LLC",320918,"ANTHROPIC, PBC",70642,60000.00,,Science/Technology; Budget/Appropriations,https://lda.senate.gov/filings/public/filing/2af89927-4a25-4f9b-86d4-d63de40bb85c/print/
Senate LDA,Anthropic,client,8fa765f2-dcfb-4741-8fd7-9b0856c5b417,2026,,1st Quarter - Report,2026-04-20T10:22:36-04:00,FIERCE GOVERNMENT RELATIONS,401103500,ANTHROPIC,69992,60000.00,,Computer Industry,https://lda.senate.gov/filings/public/filing/8fa765f2-dcfb-4741-8fd7-9b0856c5b417/print/
Senate LDA,Anthropic,client,90cc74f3-1bd5-40c1-bba0-8d6e00fbb200,2026,,1st Quarter - Report,2026-04-20T20:55:32-04:00,ANTHROPIC,401108320,ANTHROPIC,59201,,1560000.00,Computer Industry; Science/Technology; Defense,https://lda.senate.gov/filings/public/filing/90cc74f3-1bd5-40c1-bba0-8d6e00fbb200/print/
Senate LDA,Anthropic,client,5bff38a9-0656-42de-a27e-7958ec1f5005,2026,,1st Quarter - Report,2026-04-20T23:26:10-04:00,TOWER 19,401105158,"AQUIA GROUP ON BEHALF OF ANTHROPIC, PBC",54583,20000.00,,Science/Technology,https://lda.senate.gov/filings/public/filing/5bff38a9-0656-42de-a27e-7958ec1f5005/print/
Senate LDA,Anthropic,registrant,7f576e06-d7cc-4fb4-bab5-592aff21a232,2024,,Registration,2024-03-19T15:01:31-04:00,ANTHROPIC,401108320,ANTHROPIC,59201,,,Computer Industry; Science/Technology,https://lda.senate.gov/filings/public/filing/7f576e06-d7cc-4fb4-bab5-592aff21a232/print/
Senate LDA,Anthropic,registrant,28913e45-e929-40d7-882d-4bad45445577,2024,,Registration - Amendment,2024-03-19T17:07:47-04:00,ANTHROPIC,401108320,ANTHROPIC,59201,,,Science/Technology; Computer Industry,https://lda.senate.gov/filings/public/filing/28913e45-e929-40d7-882d-4bad45445577/print/
Senate LDA,Anthropic,registrant,79e6b861-17cd-48ab-9df8-f7bc4d45589f,2024,,1st Quarter - Report,2024-04-22T19:17:07-04:00,ANTHROPIC,401108320,ANTHROPIC,59201,,100000.00,Computer Industry; Science/Technology,https://lda.senate.gov/filings/public/filing/79e6b861-17cd-48ab-9df8-f7bc4d45589f/print/
Senate LDA,Anthropic,registrant,7f6e8694-cfc1-4ea2-b798-e54b7575afdb,2024,,2nd Quarter - Report,2024-07-22T17:49:00-04:00,ANTHROPIC,401108320,ANTHROPIC,59201,,150000.00,Computer Industry; Science/Technology,https://lda.senate.gov/filings/public/filing/7f6e8694-cfc1-4ea2-b798-e54b7575afdb/print/
Senate LDA,Anthropic,registrant,7faf57ef-0e44-46c9-811e-072803e04924,2024,,3rd Quarter - Report,2024-10-18T15:10:42-04:00,ANTHROPIC,401108320,ANTHROPIC,59201,,220000.00,Computer Industry; Science/Technology,https://lda.senate.gov/filings/public/filing/7faf57ef-0e44-46c9-811e-072803e04924/print/
Senate LDA,Anthropic,registrant,1c17fdd1-10f1-465f-8368-06fa84557e1d,2024,,4th Quarter - Report,2025-01-21T14:41:51-05:00,ANTHROPIC,401108320,ANTHROPIC,59201,,250000.00,Computer Industry; Science/Technology,https://lda.senate.gov/filings/public/filing/1c17fdd1-10f1-465f-8368-06fa84557e1d/print/
Senate LDA,Anthropic,registrant,1fc93141-c0f8-4174-98dd-850afbed1b12,2025,,1st Quarter - Report,2025-04-21T17:37:43-04:00,ANTHROPIC,401108320,ANTHROPIC,59201,,360000.00,Computer Industry; Science/Technology,https://lda.senate.gov/filings/public/filing/1fc93141-c0f8-4174-98dd-850afbed1b12/print/
Senate LDA,Anthropic,registrant,3021d048-40e2-4dd5-9ed9-1e44b7b1219b,2025,,2nd Quarter - Report,2025-07-21T17:58:18-04:00,ANTHROPIC,401108320,ANTHROPIC,59201,,910000.00,Computer Industry; Science/Technology; Energy/Nuclear,https://lda.senate.gov/filings/public/filing/3021d048-40e2-4dd5-9ed9-1e44b7b1219b/print/
Senate LDA,Anthropic,registrant,df03939f-9d1d-4d6f-8798-54d9204993d7,2025,,2nd Quarter - Amendment,2025-08-01T13:03:52-04:00,ANTHROPIC,401108320,ANTHROPIC,59201,,920000.00,Computer Industry; Science/Technology; Energy/Nuclear,https://lda.senate.gov/filings/public/filing/df03939f-9d1d-4d6f-8798-54d9204993d7/print/
Senate LDA,Anthropic,registrant,ba2fc44f-6b7a-42c0-abc8-a833ef824d69,2025,,3rd Quarter - Report,2025-10-20T17:43:33-04:00,ANTHROPIC,401108320,ANTHROPIC,59201,,1010000.00,Economics/Economic Development; Health Issues; Government Issues; Taxation/Internal Revenue Code; Computer Industry; Science/Technology; Energy/Nuclear,https://lda.senate.gov/filings/public/filing/ba2fc44f-6b7a-42c0-abc8-a833ef824d69/print/
Senate LDA,Anthropic,registrant,f1f12efe-e53f-4396-886b-2fb674e4e22e,2025,,4th Quarter - Report,2026-01-20T17:19:41-05:00,ANTHROPIC,401108320,ANTHROPIC,59201,,840000.00,Computer Industry; Science/Technology,https://lda.senate.gov/filings/public/filing/f1f12efe-e53f-4396-886b-2fb674e4e22e/print/
Senate LDA,Anthropic,registrant,90cc74f3-1bd5-40c1-bba0-8d6e00fbb200,2026,,1st Quarter - Report,2026-04-20T20:55:32-04:00,ANTHROPIC,401108320,ANTHROPIC,59201,,1560000.00,Computer Industry; Science/Technology; Defense,https://lda.senate.gov/filings/public/filing/90cc74f3-1bd5-40c1-bba0-8d6e00fbb200/print/
Senate LDA,Palantir,client,d762dc5f-e76f-4530-b614-298c33b2260d,2006,,Year-End Report,2007-02-14T16:08:09-05:00,MORGAN & CUNNINGHAM LLC,292835,PALANTIR TECHNOLOGIES INC,178325,40000.00,,Homeland Security; Defense,https://lda.senate.gov/filings/public/filing/d762dc5f-e76f-4530-b614-298c33b2260d/print/
Senate LDA,Palantir,client,88e5837c-2f12-41b2-b4c6-2a938d7119d9,2007,,Year-End Report,2008-02-11T14:11:29.370000-05:00,MORGAN & CUNNINGHAM LLC,292835,PALANTIR TECHNOLOGIES INC,178325,60000.00,,Financial Institutions/Investments/Securities; Defense,https://lda.senate.gov/filings/public/filing/88e5837c-2f12-41b2-b4c6-2a938d7119d9/print/
Senate LDA,Palantir,client,08801bc5-351a-4108-9165-52785552b558,2008,,4th Quarter - Report,2009-01-20T13:09:45-05:00,MORGAN & CUNNINGHAM LLC,292835,PALANTIR TECHNOLOGIES INC,178325,,,Intelligence,https://lda.senate.gov/filings/public/filing/08801bc5-351a-4108-9165-52785552b558/print/
Senate LDA,Palantir,client,eb17b8f7-dffa-43c8-a924-26524730404b,2009,,4th Quarter - Report,2010-01-19T13:25:57.537000-05:00,MORGAN & CUNNINGHAM LLC,292835,PALANTIR TECHNOLOGIES INC,178325,,,Law Enforcement/Crime/Criminal Justice,https://lda.senate.gov/filings/public/filing/eb17b8f7-dffa-43c8-a924-26524730404b/print/
Senate LDA,Palantir,client,ee8bd613-3bdf-4c61-a689-7a0ea4ca4e9d,2010,,4th Quarter - Report,2011-01-17T09:42:44.003000-05:00,"ATS COMMUNICATIONS, INC. (DBA SILBEY STRATEGIES)",400400892,PALANTIR TECHNOLOGIES,190204,15000.00,,Defense,https://lda.senate.gov/filings/public/filing/ee8bd613-3bdf-4c61-a689-7a0ea4ca4e9d/print/
Senate LDA,Palantir,client,0152ffaf-8786-4a6c-84ba-6be4c0b8e27d,2010,,1st Quarter - Termination Amendment,2010-04-16T18:37:29.367000-04:00,MORGAN & CUNNINGHAM LLC,292835,PALANTIR TECHNOLOGIES INC,178325,,,Law Enforcement/Crime/Criminal Justice,https://lda.senate.gov/filings/public/filing/0152ffaf-8786-4a6c-84ba-6be4c0b8e27d/print/
Senate LDA,Palantir,client,f6dfb164-6518-49b0-9921-47535031224f,2010,,4th Quarter - Termination,2011-01-19T11:25:33.160000-05:00,"KADESH & ASSOCIATES, LLC",40011081,"PALANTIR TECHNOLOGIES, INC.",187633,30000.00,,Budget/Appropriations,https://lda.senate.gov/filings/public/filing/f6dfb164-6518-49b0-9921-47535031224f/print/
Senate LDA,Palantir,client,cfadb7b6-0397-49a6-a546-7b56fba9b535,2010,,4th Quarter - Report,2011-01-20T19:45:33.097000-05:00,"PALANTIR TECHNOLOGIES, INC.",400643940,PALANTIR TECHNOLOGIES INC.,193752,,150000.00,Science/Technology,https://lda.senate.gov/filings/public/filing/cfadb7b6-0397-49a6-a546-7b56fba9b535/print/
Senate LDA,Palantir,client,1d10878b-c457-4e39-9c88-9e6464ba2ae8,2010,,4th Quarter - Report,2011-01-19T13:29:56.490000-05:00,SQUIRE PATTON BOGGS,30906,PALANTIR TECHNOLOGIES,137474,70000.00,,Defense,https://lda.senate.gov/filings/public/filing/1d10878b-c457-4e39-9c88-9e6464ba2ae8/print/
Senate LDA,Palantir,client,ca426f79-931e-4976-95bd-a78abfb2a410,2011,,4th Quarter - Report,2012-01-01T17:08:00-05:00,"ATS COMMUNICATIONS, INC. (DBA SILBEY STRATEGIES)",400400892,PALANTIR TECHNOLOGIES,190204,21000.00,,Defense,https://lda.senate.gov/filings/public/filing/ca426f79-931e-4976-95bd-a78abfb2a410/print/
Senate LDA,Palantir,client,13ea5615-4188-42ba-9422-4e4562e49adc,2011,,3rd Quarter - Termination (No Activity),2011-10-20T14:18:20.347000-04:00,SQUIRE PATTON BOGGS,30906,PALANTIR TECHNOLOGIES,137474,,,,https://lda.senate.gov/filings/public/filing/13ea5615-4188-42ba-9422-4e4562e49adc/print/
Senate LDA,Palantir,client,29156c55-a40f-42d5-95c6-4bbe1b8f511a,2011,,4th Quarter - Termination,2012-01-20T16:25:18.677000-05:00,"PALANTIR TECHNOLOGIES, INC.",400643940,PALANTIR TECHNOLOGIES INC.,193752,,150000.00,Science/Technology,https://lda.senate.gov/filings/public/filing/29156c55-a40f-42d5-95c6-4bbe1b8f511a/print/
Senate LDA,Palantir,client,071994f7-fc4f-4784-bcc5-7da4ab7a9add,2011,,4th Quarter - Report,2012-01-17T16:33:07-05:00,"BECKER & POLIAKOFF, P.A.",283696,PALANTIR TECHNOLOGIES,174879,20000.00,,Science/Technology,https://lda.senate.gov/filings/public/filing/071994f7-fc4f-4784-bcc5-7da4ab7a9add/print/
