source,query_company,role,filing_uuid,filing_year,period,filing_type,dt_posted,registrant_name,registrant_id,client_name,client_id,income,expenses,lobbying_issues,url
Senate LDA,aerovironment,registrant,10471c7f-0e32-4fb8-98a7-e8d155612b0f,2010,,1st Quarter - Report,2010-04-20T12:36:12.673000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,127000.00,Defense,https://lda.senate.gov/filings/public/filing/10471c7f-0e32-4fb8-98a7-e8d155612b0f/print/
Senate LDA,aerovironment,registrant,e735b155-03ec-408d-95be-d1760043a767,2010,,2nd Quarter - Report,2010-07-19T13:00:23.140000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,160000.00,Defense,https://lda.senate.gov/filings/public/filing/e735b155-03ec-408d-95be-d1760043a767/print/
Senate LDA,aerovironment,registrant,e8b9b724-9e8e-4e1a-afa7-717231ef39d0,2010,,3rd Quarter - Report,2010-10-08T14:46:16.263000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,145000.00,Defense,https://lda.senate.gov/filings/public/filing/e8b9b724-9e8e-4e1a-afa7-717231ef39d0/print/
Senate LDA,aerovironment,registrant,466bd7f2-33cc-4f43-b833-d709d046dfb9,2010,,4th Quarter - Report,2011-01-18T20:07:15.537000-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,145000.00,Defense,https://lda.senate.gov/filings/public/filing/466bd7f2-33cc-4f43-b833-d709d046dfb9/print/
Senate LDA,aerovironment,registrant,565fa493-3e69-4c8f-98c1-393eda8b9297,2011,,1st Quarter - Report,2011-04-15T10:44:32.217000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,150000.00,Defense,https://lda.senate.gov/filings/public/filing/565fa493-3e69-4c8f-98c1-393eda8b9297/print/
Senate LDA,aerovironment,registrant,30a60ad5-4146-443e-ba6b-99508d8a6c22,2011,,2nd Quarter - Report,2011-07-18T10:55:45.337000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,100000.00,Defense,https://lda.senate.gov/filings/public/filing/30a60ad5-4146-443e-ba6b-99508d8a6c22/print/
Senate LDA,aerovironment,registrant,0e4eb312-c72d-42a8-b358-27e0f0349bbc,2011,,2nd Quarter - Report,2011-10-18T16:11:33.507000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,105000.00,Defense,https://lda.senate.gov/filings/public/filing/0e4eb312-c72d-42a8-b358-27e0f0349bbc/print/
Senate LDA,aerovironment,registrant,80cfb384-c96c-48f0-ac12-c1f5ff3e21ee,2011,,3rd Quarter - Report,2011-10-18T17:27:44.863000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,105000.00,Defense,https://lda.senate.gov/filings/public/filing/80cfb384-c96c-48f0-ac12-c1f5ff3e21ee/print/
Senate LDA,aerovironment,registrant,d3b80370-4745-44df-90e3-900ab8b6fad4,2011,,4th Quarter - Report,2012-01-18T09:13:59-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,125000.00,Defense,https://lda.senate.gov/filings/public/filing/d3b80370-4745-44df-90e3-900ab8b6fad4/print/
Senate LDA,aerovironment,registrant,56a6340c-6b77-47e8-8482-77432aab6920,2012,,1st Quarter - Report,2012-04-12T11:52:30.580000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,80000.00,Defense,https://lda.senate.gov/filings/public/filing/56a6340c-6b77-47e8-8482-77432aab6920/print/
Senate LDA,aerovironment,registrant,c436c147-736a-4cf2-a114-33a3a914d956,2012,,2nd Quarter - Report,2012-07-16T14:24:09.410000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/c436c147-736a-4cf2-a114-33a3a914d956/print/
Senate LDA,aerovironment,registrant,cdb9c8ce-92f8-418b-b93d-525d5a463e64,2012,,3rd Quarter - Report,2012-10-19T16:31:57.487000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,80000.00,Defense,https://lda.senate.gov/filings/public/filing/cdb9c8ce-92f8-418b-b93d-525d5a463e64/print/
Senate LDA,aerovironment,registrant,702f51e5-1640-41c5-946f-e82d2da37f7f,2012,,4th Quarter - Report,2013-01-24T11:14:36.567000-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,90000.00,Defense; Budget/Appropriations,https://lda.senate.gov/filings/public/filing/702f51e5-1640-41c5-946f-e82d2da37f7f/print/
Senate LDA,aerovironment,registrant,ae713b29-7c9b-4418-bdec-9bb4e3415138,2013,,1st Quarter - Report,2013-04-19T10:50:33.167000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,15000.00,Defense,https://lda.senate.gov/filings/public/filing/ae713b29-7c9b-4418-bdec-9bb4e3415138/print/
Senate LDA,aerovironment,registrant,dce72a4d-9c92-41d2-b915-481f8ea638b4,2013,,2nd Quarter - Report,2013-07-17T12:49:19.940000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/dce72a4d-9c92-41d2-b915-481f8ea638b4/print/
Senate LDA,aerovironment,registrant,0e5fa587-5834-4bca-a830-2270262b99fa,2013,,3rd Quarter - Report,2013-10-20T12:37:37.743000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,27000.00,Defense,https://lda.senate.gov/filings/public/filing/0e5fa587-5834-4bca-a830-2270262b99fa/print/
Senate LDA,aerovironment,registrant,651ddea7-583c-4218-a4b7-d957eb78c55d,2013,,4th Quarter - Report,2014-01-15T15:46:51.607000-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/651ddea7-583c-4218-a4b7-d957eb78c55d/print/
Senate LDA,aerovironment,registrant,7c8fc55d-f1d9-4b7c-b6ea-b5a9fb920b1b,2014,,1st Quarter - Report,2014-04-07T15:21:48.387000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/7c8fc55d-f1d9-4b7c-b6ea-b5a9fb920b1b/print/
Senate LDA,aerovironment,registrant,44de02c9-6cbb-4b0c-b513-d59255907f7d,2014,,2nd Quarter - Report,2014-07-08T11:21:50.497000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/44de02c9-6cbb-4b0c-b513-d59255907f7d/print/
Senate LDA,aerovironment,registrant,fd44c9dc-d275-4236-93b9-c8909144e869,2014,,3rd Quarter - Report,2014-10-14T17:10:27.377000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/fd44c9dc-d275-4236-93b9-c8909144e869/print/
Senate LDA,aerovironment,registrant,22673f9d-5a0d-4a5b-bffb-2cb7fc8c4e8f,2014,,4th Quarter - Report,2015-01-07T15:36:59.190000-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,30000.00,Defense,https://lda.senate.gov/filings/public/filing/22673f9d-5a0d-4a5b-bffb-2cb7fc8c4e8f/print/
Senate LDA,aerovironment,registrant,f14c78e7-e176-4381-8e3b-459652192f1c,2015,,1st Quarter - Report,2015-04-06T12:09:03.880000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,17000.00,Defense,https://lda.senate.gov/filings/public/filing/f14c78e7-e176-4381-8e3b-459652192f1c/print/
Senate LDA,aerovironment,registrant,37270abd-a650-4386-b1be-57065d10f419,2015,,2nd Quarter - Report,2015-07-06T13:09:43.557000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/37270abd-a650-4386-b1be-57065d10f419/print/
Senate LDA,aerovironment,registrant,591f4790-ab44-4389-806c-10cfd1a41cf6,2015,,3rd Quarter - Report,2015-10-08T11:29:54.467000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,45000.00,Defense,https://lda.senate.gov/filings/public/filing/591f4790-ab44-4389-806c-10cfd1a41cf6/print/
Senate LDA,aerovironment,registrant,b77570bb-fa32-416d-8490-42a0e7e5ff2e,2015,,4th Quarter - Report,2016-01-12T13:18:38.630000-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/b77570bb-fa32-416d-8490-42a0e7e5ff2e/print/
Senate LDA,aerovironment,registrant,4bd34cef-8bf2-4f72-8bf3-37ef115336b6,2016,,1st Quarter - Report,2016-04-12T14:35:33.230000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense; Homeland Security; Transportation,https://lda.senate.gov/filings/public/filing/4bd34cef-8bf2-4f72-8bf3-37ef115336b6/print/
Senate LDA,aerovironment,registrant,79d1aef0-0b00-4094-9ca0-74621e80641f,2016,,2nd Quarter - Report,2016-07-07T12:09:19.063000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,50000.00,Defense; Homeland Security,https://lda.senate.gov/filings/public/filing/79d1aef0-0b00-4094-9ca0-74621e80641f/print/
Senate LDA,aerovironment,registrant,ac625385-7e24-427d-ae82-0fac0f3e56b7,2016,,3rd Quarter - Report,2016-10-05T15:39:32.677000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,30000.00,Defense; Homeland Security,https://lda.senate.gov/filings/public/filing/ac625385-7e24-427d-ae82-0fac0f3e56b7/print/
Senate LDA,aerovironment,registrant,dde51976-be8b-4f55-a195-40654910ad4e,2016,,4th Quarter - Report,2017-01-18T19:54:10-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,20000.00,Defense; Homeland Security,https://lda.senate.gov/filings/public/filing/dde51976-be8b-4f55-a195-40654910ad4e/print/
Senate LDA,aerovironment,registrant,43b268ac-8193-44a3-a766-5ee62e919623,2017,,1st Quarter - Report,2017-04-06T11:03:17.353000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,80000.00,Transportation; Homeland Security; Defense,https://lda.senate.gov/filings/public/filing/43b268ac-8193-44a3-a766-5ee62e919623/print/
Senate LDA,aerovironment,registrant,f217b6f5-8db7-4b71-a807-58ccb33753d0,2017,,2nd Quarter - Report,2017-07-12T11:18:16.503000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense; Homeland Security,https://lda.senate.gov/filings/public/filing/f217b6f5-8db7-4b71-a807-58ccb33753d0/print/
Senate LDA,aerovironment,registrant,5eb7c96a-c2d4-4dd4-aa7f-cbe5bb53e8a6,2017,,2nd Quarter - Amendment,2017-10-13T10:52:46.167000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,100000.00,Homeland Security; Defense,https://lda.senate.gov/filings/public/filing/5eb7c96a-c2d4-4dd4-aa7f-cbe5bb53e8a6/print/
Senate LDA,aerovironment,registrant,fd0a2a4c-a341-4ad1-8901-f379ff588088,2017,,3rd Quarter - Report,2017-10-13T10:55:55.010000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,70000.00,Defense; Homeland Security,https://lda.senate.gov/filings/public/filing/fd0a2a4c-a341-4ad1-8901-f379ff588088/print/
Senate LDA,aerovironment,registrant,e103308c-35bb-4884-b73a-eff0d24e7f30,2017,,4th Quarter - Report,2018-01-16T17:44:55.243000-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,50000.00,Defense; Homeland Security,https://lda.senate.gov/filings/public/filing/e103308c-35bb-4884-b73a-eff0d24e7f30/print/
Senate LDA,aerovironment,registrant,b6011de2-0a98-4550-a635-1cfd6011cb87,2018,,1st Quarter - Report,2018-04-11T17:02:09.523000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense; Homeland Security,https://lda.senate.gov/filings/public/filing/b6011de2-0a98-4550-a635-1cfd6011cb87/print/
Senate LDA,aerovironment,registrant,94b114f7-7bfa-42ee-a6c8-db665f665893,2018,,2nd Quarter - Report,2018-07-06T16:01:06.987000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,50000.00,Defense; Homeland Security,https://lda.senate.gov/filings/public/filing/94b114f7-7bfa-42ee-a6c8-db665f665893/print/
Senate LDA,aerovironment,registrant,6ffa84ea-3809-4800-94f6-2dd2bfccc84a,2018,,3rd Quarter - Report,2018-10-09T09:50:54.057000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,30000.00,Defense; Homeland Security,https://lda.senate.gov/filings/public/filing/6ffa84ea-3809-4800-94f6-2dd2bfccc84a/print/
Senate LDA,aerovironment,registrant,fdb76b17-c0c3-4e63-9886-5b504cb00ede,2018,,4th Quarter - Report,2019-01-15T13:05:55.407000-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,50000.00,Defense; Homeland Security,https://lda.senate.gov/filings/public/filing/fdb76b17-c0c3-4e63-9886-5b504cb00ede/print/
Senate LDA,aerovironment,registrant,6ae42392-ea0a-4a50-afce-1d88c81fa4cb,2019,,1st Quarter - Report,2019-04-05T11:56:41.047000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/6ae42392-ea0a-4a50-afce-1d88c81fa4cb/print/
Senate LDA,aerovironment,registrant,983dac9b-7779-42cf-a9bb-4ac626240acb,2019,,2nd Quarter - Report,2019-07-10T12:41:16.747000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,30000.00,Defense,https://lda.senate.gov/filings/public/filing/983dac9b-7779-42cf-a9bb-4ac626240acb/print/
Senate LDA,aerovironment,registrant,33a142e2-4117-4c46-a010-1b779a3054c9,2019,,3rd Quarter - Report,2019-10-14T10:35:57.863000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/33a142e2-4117-4c46-a010-1b779a3054c9/print/
Senate LDA,aerovironment,registrant,e7931849-471c-43b2-8bae-d2303703cc78,2019,,4th Quarter - Report,2020-01-13T13:42:45.677000-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,60000.00,Defense; Homeland Security,https://lda.senate.gov/filings/public/filing/e7931849-471c-43b2-8bae-d2303703cc78/print/
Senate LDA,aerovironment,registrant,19c1d35f-8967-45b4-a70b-5cc4f55646d6,2020,,1st Quarter - Report,2020-04-08T11:36:42.923000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,44000.00,Defense,https://lda.senate.gov/filings/public/filing/19c1d35f-8967-45b4-a70b-5cc4f55646d6/print/
Senate LDA,aerovironment,registrant,761dff6a-334d-4600-b7c5-24a0dd0e33eb,2020,,2nd Quarter - Report,2020-07-13T10:01:25.943000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/761dff6a-334d-4600-b7c5-24a0dd0e33eb/print/
Senate LDA,aerovironment,registrant,03102cbe-a72f-4551-b4ae-07ebfc3bc76c,2020,,3rd Quarter - Report,2020-10-08T16:42:53.673000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/03102cbe-a72f-4551-b4ae-07ebfc3bc76c/print/
Senate LDA,aerovironment,registrant,dd240cb8-cfc3-4d4c-84f3-20c9c70d5b63,2020,,4th Quarter - Report,2021-01-14T12:04:18.163000-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/dd240cb8-cfc3-4d4c-84f3-20c9c70d5b63/print/
Senate LDA,aerovironment,registrant,ee8d7cda-4ec9-4c53-b557-4734c94f1c2b,2021,,1st Quarter - Report,2021-04-14T15:20:28.667000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,70000.00,Defense,https://lda.senate.gov/filings/public/filing/ee8d7cda-4ec9-4c53-b557-4734c94f1c2b/print/
Senate LDA,aerovironment,registrant,7b6b3c20-1fde-4132-be75-0309d084d910,2021,,2nd Quarter - Report,2021-07-15T11:23:51.883000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/7b6b3c20-1fde-4132-be75-0309d084d910/print/
Senate LDA,aerovironment,registrant,211d0364-b5ca-4270-9f64-1576f3a9d6d5,2021,,3rd Quarter - Report,2021-10-13T14:56:15.993000-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,50000.00,Defense,https://lda.senate.gov/filings/public/filing/211d0364-b5ca-4270-9f64-1576f3a9d6d5/print/
Senate LDA,aerovironment,registrant,ec12594a-c6a0-4df0-b818-1ef76024cea5,2021,,4th Quarter - Report,2022-01-13T16:01:37.507000-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/ec12594a-c6a0-4df0-b818-1ef76024cea5/print/
Senate LDA,aerovironment,registrant,34cf7bbc-9855-4d62-b498-809b14c2c595,2022,,1st Quarter - Report,2022-04-07T11:57:38-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,40000.00,Defense,https://lda.senate.gov/filings/public/filing/34cf7bbc-9855-4d62-b498-809b14c2c595/print/
Senate LDA,aerovironment,registrant,2c7fea91-bf8b-4a28-9256-0e5ad622aefc,2022,,2nd Quarter - Report,2022-07-13T15:45:58-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,50000.00,Defense; Science/Technology,https://lda.senate.gov/filings/public/filing/2c7fea91-bf8b-4a28-9256-0e5ad622aefc/print/
Senate LDA,aerovironment,registrant,24bd7da2-2f8c-41c1-86b9-9b84e77a58ed,2022,,3rd Quarter - Report,2022-10-14T14:23:45-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,50000.00,Defense; Science/Technology,https://lda.senate.gov/filings/public/filing/24bd7da2-2f8c-41c1-86b9-9b84e77a58ed/print/
Senate LDA,aerovironment,registrant,a7b557a9-5c2e-4cad-89ec-5b1eae9cd5aa,2022,,4th Quarter - Report,2023-01-19T11:52:32-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,90000.00,Defense; Science/Technology,https://lda.senate.gov/filings/public/filing/a7b557a9-5c2e-4cad-89ec-5b1eae9cd5aa/print/
Senate LDA,aerovironment,registrant,d6cfc443-74b2-424b-b21c-2d9b8d25b92f,2023,,1st Quarter - Report,2023-04-18T13:22:21-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,140000.00,Defense; Science/Technology,https://lda.senate.gov/filings/public/filing/d6cfc443-74b2-424b-b21c-2d9b8d25b92f/print/
Senate LDA,aerovironment,registrant,e9351583-22fe-4d70-85a1-f6db4c05197f,2023,,2nd Quarter - Report,2023-07-13T10:15:19-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,90000.00,Defense,https://lda.senate.gov/filings/public/filing/e9351583-22fe-4d70-85a1-f6db4c05197f/print/
Senate LDA,aerovironment,registrant,b922e68d-9a05-44e3-b411-69fb7e3bc6c5,2023,,3rd Quarter - Report,2023-10-17T12:28:50-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,110000.00,Defense,https://lda.senate.gov/filings/public/filing/b922e68d-9a05-44e3-b411-69fb7e3bc6c5/print/
Senate LDA,aerovironment,registrant,c77d0747-62ac-4291-999a-f882d2072444,2023,,4th Quarter - Report,2024-01-18T13:34:29-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,100000.00,Defense,https://lda.senate.gov/filings/public/filing/c77d0747-62ac-4291-999a-f882d2072444/print/
Senate LDA,aerovironment,registrant,14dae46e-5c2e-4a5a-9e68-ae31aa9a0529,2024,,1st Quarter - Report,2024-04-22T18:10:06-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,230000.00,Defense,https://lda.senate.gov/filings/public/filing/14dae46e-5c2e-4a5a-9e68-ae31aa9a0529/print/
Senate LDA,aerovironment,registrant,130d235c-4acc-4fd9-8881-2ae309634d40,2024,,2nd Quarter - Report,2024-07-22T13:37:19-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,190000.00,Defense,https://lda.senate.gov/filings/public/filing/130d235c-4acc-4fd9-8881-2ae309634d40/print/
Senate LDA,aerovironment,registrant,fa6012cc-23c8-4ed9-953d-aeb801268138,2024,,3rd Quarter - Report,2024-10-21T08:59:08-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,130000.00,Defense,https://lda.senate.gov/filings/public/filing/fa6012cc-23c8-4ed9-953d-aeb801268138/print/
Senate LDA,aerovironment,registrant,3084f837-b9d0-445c-85ad-76d27376afeb,2024,,4th Quarter - Report,2025-01-21T12:31:02-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,100000.00,Defense,https://lda.senate.gov/filings/public/filing/3084f837-b9d0-445c-85ad-76d27376afeb/print/
Senate LDA,aerovironment,registrant,7a024155-2e26-40d3-b1eb-9d04e7705a60,2025,,1st Quarter - Report,2025-04-21T16:18:32-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,100000.00,Defense,https://lda.senate.gov/filings/public/filing/7a024155-2e26-40d3-b1eb-9d04e7705a60/print/
Senate LDA,aerovironment,registrant,91bb30d0-bf55-4990-8945-daf2551d61ed,2025,,2nd Quarter - Report,2025-07-21T17:07:37-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,170000.00,Defense,https://lda.senate.gov/filings/public/filing/91bb30d0-bf55-4990-8945-daf2551d61ed/print/
Senate LDA,aerovironment,registrant,8a972b7d-b594-435e-9d2c-c9f707713eb2,2024,,2nd Quarter - Amendment,2025-09-15T17:07:25-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,190000.00,Defense,https://lda.senate.gov/filings/public/filing/8a972b7d-b594-435e-9d2c-c9f707713eb2/print/
Senate LDA,aerovironment,registrant,e9ac51cd-0aed-4e11-8697-71f82b88e1de,2024,,3rd Quarter - Amendment,2025-09-15T17:09:37-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,130000.00,Defense,https://lda.senate.gov/filings/public/filing/e9ac51cd-0aed-4e11-8697-71f82b88e1de/print/
Senate LDA,aerovironment,registrant,b02c4281-c515-4d26-a896-973b603499ff,2025,,3rd Quarter - Report,2025-10-20T16:39:54-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,170000.00,Defense,https://lda.senate.gov/filings/public/filing/b02c4281-c515-4d26-a896-973b603499ff/print/
Senate LDA,aerovironment,registrant,e61f12df-d758-4c08-ba14-27d6c1aaec66,2025,,4th Quarter - Report,2026-01-20T15:45:14-05:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,240000.00,Defense,https://lda.senate.gov/filings/public/filing/e61f12df-d758-4c08-ba14-27d6c1aaec66/print/
Senate LDA,aerovironment,registrant,eeebc8fd-2e1e-449a-853b-513241dfa64b,2026,,1st Quarter - Report,2026-04-20T15:55:49-04:00,"AEROVIRONMENT, INC.",400454169,AEROVIRONMENT INC.,191038,,160000.00,Defense; Aerospace,https://lda.senate.gov/filings/public/filing/eeebc8fd-2e1e-449a-853b-513241dfa64b/print/
